experiment_id,control_type,source,D,n_address,n_total_qubits,algorithmic_ancillas,flat_sign_vector,num_negative_components_K,model_sha256,M_data,R_stream_index,S_shots,stream_mode,stream_sha256,ideal_F_echo,statevector_F_echo,full_state_l2_error,qasm_path,qasm_sha256,logical_depth,logical_h,logical_x,logical_u1,logical_cx,logical_barrier,recommended_functional_pilot
imdb_flat_042_iid_M16_r16,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,16,16,2048,iid,e0932efac02fd65cb3f85ca0edc4c5f9a05e29992cd80928653fe75ac91068d2,0.10983495705504469,0.1098349570550444,1.1942963270533771e-15,results/imdb_vector_pilot/qasm/imdb_flat_042_iid_M16_r16.qasm,3a4f48e34c548d1ba0356add5a84e92c270c66f925a04be19cb57432bb64d591,96,4,26,48,32,22,False
imdb_flat_043_iid_M16_r17,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,16,17,2048,iid,4e5c73e52d57f2272e686f4c4a2d391885dd4a1c2adc3f521dd32313a9b5d1f4,0.8535533905932737,0.8535533905932718,1.1523727015203374e-15,results/imdb_vector_pilot/qasm/imdb_flat_043_iid_M16_r17.qasm,0104a52ef230380ad1f4d25e0d144892e5859eee3489639155134638f527a648,100,4,24,51,34,22,False
imdb_flat_044_iid_M16_r18,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,16,18,2048,iid,9cbcc996169c17581cfc5a69a0a63b234ab4857484dc0c14ec1636d2128df4a7,0.12499999999999994,0.12499999999999947,1.1362487055126952e-15,results/imdb_vector_pilot/qasm/imdb_flat_044_iid_M16_r18.qasm,a5ac3cbca6b467f35af55baba76fe905e7181fe9597fc5ae0376670d9bd5c530,84,4,12,45,30,22,False
imdb_flat_045_iid_M16_r19,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,16,19,2048,iid,6f8cd5dc98e50af8e4cc98230e7d973d86b0693b2fa6932e4909afdfc5703a06,0.8901650429449554,0.8901650429449535,1.1387399314838863e-15,results/imdb_vector_pilot/qasm/imdb_flat_045_iid_M16_r19.qasm,b57dc99dbda9b92c85407dc3eebfc8f1a5d4767dad04c1440f1af1456c23a900,82,4,18,42,28,22,False
imdb_flat_046_iid_M32_r0,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,0,2048,iid,d6f44ebeff5dc908aed02e6f307f3eb6edc975e0f3922d01bcd4f6dc9ae60ca3,0.09526993616913665,0.09526993616913669,9.499705284436337e-16,results/imdb_vector_pilot/qasm/imdb_flat_046_iid_M32_r0.qasm,c9d40bce9a3420d531314f5e2a4364243e23376172085211d8ead56c8b0483c4,161,4,46,81,54,38,False
imdb_flat_047_iid_M32_r1,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,1,2048,iid,398d875af047fd3862615f9d1d01bd48fb0b3c29c5051339cfa15c30858f50f6,0.34172959184027196,0.3417295918402711,1.3089336417583914e-15,results/imdb_vector_pilot/qasm/imdb_flat_047_iid_M32_r1.qasm,931486f1128962f8d482dcd0cc97cd62106ef25b52b5a4c1c674e135e7763a6b,171,4,36,90,60,38,False
imdb_flat_048_iid_M32_r2,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,2,2048,iid,b135b4e4173dbeb76328511a9790db4a047b08f6658f681dec632c61880a05a4,0.1616116523516815,0.1616116523516813,1.2587543704978262e-15,results/imdb_vector_pilot/qasm/imdb_flat_048_iid_M32_r2.qasm,c32fe4324f7766d1981fa95b77dfc4e3a596da80df4d614755ba8bbcae93327d,157,4,38,81,54,38,False
imdb_flat_049_iid_M32_r3,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,3,2048,iid,f9522dc365382ca6cc72269be312c979b2d05a0edcce89b30e6e8724916853cf,0.586155799655183,0.5861557996551823,1.0326137291891839e-15,results/imdb_vector_pilot/qasm/imdb_flat_049_iid_M32_r3.qasm,670732e1c3e60b18ea563912350cc9f1d9ad32bf0bb98eed65d205cd07dbf822,129,4,32,66,44,38,False
imdb_flat_050_iid_M32_r4,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,4,2048,iid,beb72711e7cfaf3f6fa4c6e43f665de6dd78277d0cedd6f1032e41c327f38222,0.46338834764831843,0.46338834764831754,1.0624441351926974e-15,results/imdb_vector_pilot/qasm/imdb_flat_050_iid_M32_r4.qasm,e27f3d1e7cd10a4a429fcde49d0d64860a74fcfbab19b19c052eb300913b984b,164,4,32,87,58,38,False
imdb_flat_051_iid_M32_r5,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,5,2048,iid,7c808c3042d5868182dcfb4c24dc93854129ee90b8dc39e0380114369437157a,0.3383883476483186,0.338388347648318,1.2993345178397481e-15,results/imdb_vector_pilot/qasm/imdb_flat_051_iid_M32_r5.qasm,4bad68e4a4cc369f68092a211ccde946c7cd868de6e04dd674fb495765c009f3,160,4,44,81,54,38,False
imdb_flat_052_iid_M32_r6,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,6,2048,iid,904512c7e1c0e6c0d36325cb902f280e5ea8fc7efd716f7dcc6ea2f1ed60e4be,0.2404849415639108,0.2404849415639104,1.2004085906017709e-15,results/imdb_vector_pilot/qasm/imdb_flat_052_iid_M32_r6.qasm,7d36cb5158794ce96ffb0885eb841dd62b0d5fe355d97a38dddf726aac21b4ed,169,4,32,90,60,38,False
imdb_flat_053_iid_M32_r7,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,7,2048,iid,a4675153a9e763773c2ddd9d0f80ae5ee0527a630fb01291a169497e2ae4eb49,0.8982315199883694,0.8982315199883675,1.284018833956436e-15,results/imdb_vector_pilot/qasm/imdb_flat_053_iid_M32_r7.qasm,a8866d16a3164332efa76c8da770247fd5409607d08372729baf0e6f312c24c8,149,4,32,78,52,38,False
imdb_flat_054_iid_M32_r8,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,8,2048,iid,b6ae3ae4d123236117f7fbae58d916c5b70f0859bf97b409dfa13ade95fc4ae0,0.21338834764831843,0.21338834764831793,1.2628786905111156e-15,results/imdb_vector_pilot/qasm/imdb_flat_054_iid_M32_r8.qasm,2b1ba9d8e5c6f17786cb283ef0c0a7ebab700574db6dba4d4a8cd4f7f31be8ef,166,4,36,87,58,38,False
imdb_flat_055_iid_M32_r9,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,9,2048,iid,3faf14a25a5ee45c039532f0deb27685a90d14fc4812dcec9b763e07c39f7a8f,0.29783542904563637,0.29783542904563587,9.815592145876209e-16,results/imdb_vector_pilot/qasm/imdb_flat_055_iid_M32_r9.qasm,7791b79098f52cd4a6eb9723888b50c1af67eba7d97ef05fb96f5f6139c93364,166,4,46,84,56,38,False
imdb_flat_056_iid_M32_r10,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,10,2048,iid,0091ce1a2a47ba9681e20cfe9d6b2cd35936f9d9d5f9701f6c5a374f68e965e5,0.4779533685342265,0.47795336853422543,1.3150886815350096e-15,results/imdb_vector_pilot/qasm/imdb_flat_056_iid_M32_r10.qasm,2eb1608bb4bb9bfdcd533b0c7f0914591140a945fc8ed9393d8996ac366f348b,153,4,30,81,54,38,False
imdb_flat_057_iid_M32_r11,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,11,2048,iid,16f79a30bdf2012dd7a4550ce038f163cf1ec656f1f35a244c47831548a11294,0.7900290888674126,0.7900290888674112,9.87240564273472e-16,results/imdb_vector_pilot/qasm/imdb_flat_057_iid_M32_r11.qasm,d7aa2fdaa6c960fd24a986e25873214dca00d9cd7a4fd28c77d30d690547d2ad,154,4,32,81,54,38,False
imdb_flat_058_iid_M32_r12,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,12,2048,iid,1cf13063110359239f5f47e85e3ecef9c1aaa96fb4ad941c9cdc0f4b50dd1a27,0.8305820074700948,0.8305820074700936,9.801786330856089e-16,results/imdb_vector_pilot/qasm/imdb_flat_058_iid_M32_r12.qasm,4deff4ff53514cf26a0f3f8c90f0f4042076ce33427907c1cd423d93394877df,152,4,38,78,52,38,False
imdb_flat_059_iid_M32_r13,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,13,2048,iid,6f50b0a8856ba3dbbb0f1536d5321e52d094da2c7b4d69449a3157678a62364f,0.8901650429449554,0.8901650429449532,1.5055960761584684e-15,results/imdb_vector_pilot/qasm/imdb_flat_059_iid_M32_r13.qasm,cab1d4d4940f1d0d45c66adbb14e80e44845c0ab3f92d1de926ccd08d38367b5,166,4,36,87,58,38,False
imdb_flat_060_iid_M32_r14,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,14,2048,iid,4ca68df8311df20ed2cc1c778e5776d8265d404ad77732851860c5f71215dd03,0.7016407412190943,0.7016407412190929,1.1008156616838483e-15,results/imdb_vector_pilot/qasm/imdb_flat_060_iid_M32_r14.qasm,983edfd522191f20b37bc76db21ab5292e2c7854aa68dd671141b323406daa44,165,4,34,87,58,38,False
imdb_flat_061_iid_M32_r15,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,15,2048,iid,ca1b64f1cc799d656c735194d2652121ea7c6651dfdd05135a942d98b8e6e869,0.4267766952966369,0.4267766952966362,9.131964005183514e-16,results/imdb_vector_pilot/qasm/imdb_flat_061_iid_M32_r15.qasm,92c3026bdee3f61da76323c24161a31d5851360d49691cd2725eb68f7352c28f,136,4,36,69,46,38,False
imdb_flat_062_iid_M32_r16,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,16,2048,iid,77f279d7f4e529f450f836a0b06fbc7a1a497696e229091f220749d929f0ebd0,0.3112917537327262,0.31129175373272533,1.1283119433421649e-15,results/imdb_vector_pilot/qasm/imdb_flat_062_iid_M32_r16.qasm,c55e79fa61998ba529f7919d5b352fabc1d17ba0f2bcac4c88d71e673937b365,140,4,34,72,48,38,False
imdb_flat_063_iid_M32_r17,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,17,2048,iid,3da73e9023c80175d035313523a16402d6f07f541534943f5c0d640208cdb90b,0.8305820074700948,0.8305820074700931,1.0434444622550422e-15,results/imdb_vector_pilot/qasm/imdb_flat_063_iid_M32_r17.qasm,3ffb1a0f18b95d3e58f37aba35e0b8ab32b0fa36bf5a3e2dcd23c47efb0f4ef6,160,4,34,84,56,38,False
imdb_flat_064_iid_M32_r18,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,18,2048,iid,223892441dacf55f391f295bc7c7dc34d9eb85a549caa143479591779f956b3f,0.9619397662556436,0.9619397662556409,1.5667698370617513e-15,results/imdb_vector_pilot/qasm/imdb_flat_064_iid_M32_r18.qasm,618469f2bffeef22229cdfdc4b8328d039bc9aa2aff0d3fa41ce48b9858bc5bd,167,4,38,87,58,38,False
imdb_flat_065_iid_M32_r19,iid,IMDb D=4 signed-hash class-centroid sign vector,4,2,2,0,"[1, -1, -1, -1]",3,1c555182246240ed67c26a375f5db2ee3d73a9867edb03d26cad6826af9cc17c,32,19,2048,iid,47bf93d8b4b1a6fcb44a92ce64a04672446a22db3c000589b3d3be2412f89607,0.3456708580912725,0.345670858091272,7.408711319456051e-16,results/imdb_vector_pilot/qasm/imdb_flat_065_iid_M32_r19.qasm,6e6576d08e253278abae0687a1e69f109b7e1c812df010314a446cba41d7a12e,171,4,46,87,58,38,False
