path,M_fetched,M_used,stream_id,success_probability,overlap_probability,conditional_direction_fidelity,phase_insensitive_l2,max_abs_phase_used,max_abs_phase_discarded,signal_outside_fit_fraction_used,phase_branch_ambiguity_fraction_used,block_unitarity_error,unused_fraction
active_sampled,4096,3072,31,0.046881974543668534,0.04411592389945937,0.9409996982607312,0.24473908762284563,0.9900193036238403,0.9665295351204242,0.0,0.0,2.4171236692111953e-16,0.25
active_sampled,4096,3072,32,0.04711767329253823,0.044439870620946564,0.9431677652042353,0.24013226509676766,1.070684109818495,1.0150192717730377,0.005208333333333333,0.0,2.2376837189690276e-16,0.25
active_sampled,4096,3072,33,0.050086242024945285,0.04694605994081637,0.93730449805827,0.25240889635888836,0.8019446308228788,0.7961904240913971,0.0,0.0,2.4133823092892485e-16,0.25
active_sampled,4096,3072,34,0.05029380306105411,0.04514306472102424,0.8975870181505833,0.3243125301773299,1.128729207227672,1.0304166738412919,0.005208333333333333,0.0,2.4031437673187426e-16,0.25
active_sampled,4096,3072,35,0.04799471635290696,0.04514074067780718,0.9405356278363145,0.24571462671267788,0.8211714969389203,0.8680693295864984,0.0,0.0,2.4794705591404643e-16,0.25
active_sampled,4096,3072,36,0.055772444152953876,0.05104583162044455,0.9152518308226413,0.2943197291751013,1.1347489575260195,1.0911087587975627,0.015625,0.0,2.240641188903016e-16,0.25
active_sampled,4096,3072,37,0.0429619433629136,0.04023162851440883,0.9364480599622578,0.2541556035811125,0.9402892998519905,0.9681473278770061,0.0,0.0,2.237283555892165e-16,0.25
active_sampled,4096,3072,38,0.0517065392997417,0.04849006269183124,0.9377936204690742,0.2514062463825991,0.9943936001044841,0.8420730257090718,0.0,0.0,2.2529726374936973e-16,0.25
active_sampled,4096,3072,39,0.04365089378999218,0.040432724432642494,0.9262748347643798,0.27411045246784776,0.9198427191959075,0.7861024387890059,0.0,0.0,2.484477493989532e-16,0.25
active_sampled,8192,6144,0,0.04609874723313829,0.04493100449987025,0.9746686666480906,0.15966783341857244,0.9264386335012647,0.8221930974155673,0.0,0.0,2.491906823117938e-16,0.25
active_sampled,8192,6144,1,0.047310282440166725,0.04542342786848109,0.9601174528164794,0.2007195422995948,1.0122087286690054,0.9134982503153382,0.005208333333333333,0.0,2.4509165460296937e-16,0.25
active_sampled,8192,6144,2,0.04537507466083047,0.044116710302191484,0.9722674977827583,0.16711519490725626,0.8426398248130966,0.8234019694473523,0.0,0.0,2.2446314636146736e-16,0.25
active_sampled,8192,6144,3,0.04392989568731078,0.04206351228175377,0.9575145040443126,0.20723561117039113,0.7664800342200426,0.7420652858281468,0.0,0.0,2.49533366628326e-16,0.25
active_sampled,8192,6144,4,0.046311441464674655,0.04523980016865459,0.9768601178860413,0.15256250264001925,1.1384643373476138,1.188584155060049,0.015625,0.0,2.44613292537857e-16,0.25
active_sampled,8192,6144,5,0.04280611335060241,0.04150770269194464,0.9696676349001095,0.1748311590735772,0.9274567001090227,0.8658077561736245,0.0,0.0,2.3033531219850177e-16,0.25
active_sampled,8192,6144,6,0.04500434400172934,0.04262396046638267,0.9471076939760482,0.23154014008530874,1.0303688135283926,0.8942636527445567,0.005208333333333333,0.0,2.4917404448477505e-16,0.25
active_sampled,8192,6144,7,0.045639290211917066,0.044819100200079204,0.982028861359818,0.13436001208633627,0.8815597671687432,0.8328618759966542,0.0,0.0,2.351350389931979e-16,0.25
active_sampled,8192,6144,8,0.04926900215923306,0.04639776050994052,0.9417231621616176,0.24321094700119064,0.9133312831259206,0.86045491139885,0.0,0.0,2.4316372425240077e-16,0.25
active_sampled,8192,6144,9,0.043777908171802944,0.04212049898228594,0.9621405119903712,0.19551156307176049,1.0208011424887615,0.9920950422698996,0.005208333333333333,0.0,2.294485219420869e-16,0.25
active_sampled,8192,6144,10,0.04981260049677586,0.04845752537137945,0.972796539191241,0.16550235016841272,1.0601917425788452,0.9186364834003863,0.010416666666666666,0.0,2.311382274436965e-16,0.25
active_sampled,8192,6144,11,0.045819342501948766,0.04335382053211724,0.9461903677529493,0.23356724435900042,1.0042937737906068,0.8593228371047177,0.005208333333333333,0.0,2.3807405114914704e-16,0.25
active_sampled,8192,6144,12,0.04733437557662757,0.04477860451130056,0.9460060255534672,0.2339726016871,0.8830320033529473,0.7148437777730481,0.0,0.0,2.4599862488705376e-16,0.25
active_sampled,8192,6144,13,0.047393863406129305,0.04572485007671653,0.9647841891446873,0.18849782893081043,0.9613082981904841,0.9892073828269523,0.0,0.0,2.2474798178078104e-16,0.25
active_sampled,8192,6144,14,0.04895274267837699,0.04742452399067923,0.9687817555445614,0.17738592981379597,0.832055720925577,0.7052367313077547,0.0,0.0,2.2512686778050873e-16,0.25
active_sampled,8192,6144,15,0.04477386718938452,0.0430050287423913,0.9604939542186208,0.19976018295188233,0.837065402984834,0.7286649381281394,0.0,0.0,2.3769731895734443e-16,0.25
active_sampled,8192,6144,16,0.04726604083098961,0.045732530939374086,0.9675557786382207,0.18086385978451167,1.1303321929414458,1.093158436102589,0.015625,0.0,2.424568762221897e-16,0.25
active_sampled,8192,6144,17,0.04665426609627764,0.04458793715117847,0.9557097535124652,0.2116407884771437,0.9490759050407667,0.9047667480374667,0.0,0.0,2.448204821701867e-16,0.25
active_sampled,8192,6144,18,0.047359273409800756,0.04571500836180359,0.9652810330562019,0.18715145275466202,0.9148303744861315,0.8817772936329211,0.0,0.0,2.341994584097933e-16,0.25
active_sampled,8192,6144,19,0.041797220377109465,0.041268873832712244,0.9873592899329121,0.11260955308437363,0.8960294036635768,0.9480154685357324,0.0,0.0,2.462430060605371e-16,0.25
active_sampled,8192,6144,20,0.045661411613202904,0.04410120223708495,0.9658308991992086,0.18565041998761186,1.2338152647480172,1.1753533562899028,0.015625,0.0,2.4797109576397364e-16,0.25
active_sampled,8192,6144,21,0.04479792034575835,0.0428588263145963,0.956714641746854,0.20919891062812365,0.7907686393880917,0.735932060269678,0.0,0.0,2.4705402711137937e-16,0.25
active_sampled,8192,6144,22,0.05044490242215158,0.04871578736954859,0.9657227000236264,0.18594670741264593,1.2176777315596357,1.155818678952473,0.015625,0.0,2.2279559101732015e-16,0.25
active_sampled,8192,6144,23,0.043346680417691186,0.04170688356274921,0.9621701860640585,0.19543418140474525,0.8052900233660323,0.8514197194912665,0.0,0.0,2.409545390443385e-16,0.25
active_sampled,8192,6144,24,0.04476713979619347,0.04285130714722979,0.9572044884331301,0.20799866091068792,0.9393708997978953,0.9107042133686188,0.0,0.0,2.397341735203822e-16,0.25
active_sampled,8192,6144,25,0.04318950345082026,0.041730124433312005,0.9662098681183022,0.18460905188116336,1.0582362360050086,1.1103245343713208,0.005208333333333333,0.0,2.4701493045543296e-16,0.25
active_sampled,8192,6144,26,0.04679252479666912,0.04558177687799145,0.9741251850816167,0.16138275159922044,0.9408285264134211,1.0246468199211876,0.0,0.0,2.2410039224857564e-16,0.25
active_sampled,8192,6144,27,0.04594291074902283,0.04420033728550485,0.9620708954851093,0.195692987985349,1.2692853372337054,1.3178514460930733,0.015625,0.0,2.4357742473357113e-16,0.25
active_sampled,8192,6144,28,0.04523637528421371,0.04368979078546656,0.9658110427939864,0.18570482798561735,0.91218305755433,0.8999163925090696,0.0,0.0,2.4935397946458967e-16,0.25
active_sampled,8192,6144,29,0.04517040574211224,0.04366259650107649,0.9666195329383542,0.18347691837250857,0.8687370672603456,0.8590352031886777,0.0,0.0,2.2463465212402965e-16,0.25
active_sampled,8192,6144,30,0.04803113535274744,0.04713000739703505,0.9812386705187297,0.13729589079661544,0.9746409405969106,0.9644553077388927,0.0,0.0,2.421017769082215e-16,0.25
active_sampled,8192,6144,31,0.04553260232049191,0.043940888026920207,0.9650423166598727,0.18779950161767578,0.8822762848691027,0.8939554567439749,0.0,0.0,2.493196340835892e-16,0.25
active_sampled,8192,6144,32,0.04624063129445704,0.04334192920056339,0.9373126617706639,0.25239219214211556,0.7590538575651116,0.8080626865195294,0.0,0.0,2.4888064735807337e-16,0.25
active_sampled,8192,6144,33,0.055125078711984785,0.05308127002697042,0.9629241584271875,0.19345805303465738,0.879822180648075,0.766453085666821,0.0,0.0,2.3027279712456377e-16,0.25
active_sampled,8192,6144,34,0.041275818081336055,0.03998812921998723,0.9688028264197848,0.1773255777730339,0.8658972624185786,0.8479737948624608,0.0,0.0,2.276723672935818e-16,0.25
active_sampled,8192,6144,35,0.04579597006364891,0.04375126567768139,0.9553518708496465,0.21250397411427324,0.9334838737882187,0.8900666569654169,0.0,0.0,2.377974770301833e-16,0.25
active_sampled,8192,6144,36,0.049784115460085765,0.04834743976351437,0.9711418856538037,0.17049742354388955,0.9296247900340444,0.9303015126166561,0.0,0.0,2.471703461997079e-16,0.25
