method,source_input_contract,source_input_l2_norm,unit_samples_per_group,replicate,accounted_samples_total,qsvt_consumed_samples,unused_samples,used_fraction,actively_drawn_pairs,rng_seed,classical_weight_scale_reused,classical_intercept_reused,success_probability,fidelity,test_accuracy,raw_target_overlap,orientation_multiplier,orientation_flipped,relative_weight_l2_error
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,0,2048,1536,512,0.75,2048,20275729,5.726650464525151,0.03129082689345313,0.057076626046104396,0.6274932449667672,0.64572,0.7921447121370988,1.0,False,0.6447562141816103
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,1,2048,1536,512,0.75,2048,20275730,5.726650464525151,0.03129082689345313,0.06204234229782015,0.6707406817276506,0.65092,0.818987595588389,1.0,False,0.601684974736134
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,2,2048,1536,512,0.75,2048,20275731,5.726650464525151,0.03129082689345313,0.06443091926843111,0.6306144379310674,0.64244,0.7941123585054368,1.0,False,0.6416971894820223
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,3,2048,1536,512,0.75,2048,20275732,5.726650464525151,0.03129082689345313,0.053734934089243534,0.5116651484217247,0.63456,0.7153077298769563,1.0,False,0.7545757352619331
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,4,2048,1536,512,0.75,2048,20275733,5.726650464525151,0.03129082689345313,0.07227487354578063,0.6274601410389284,0.64632,0.792123816735066,1.0,False,0.644788621588399
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,5,2048,1536,512,0.75,2048,20275734,5.726650464525151,0.03129082689345313,0.045105582742697284,0.6225889610776472,0.64436,0.7890430666811838,1.0,False,0.6495489717008504
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,6,2048,1536,512,0.75,2048,20275735,5.726650464525151,0.03129082689345313,0.052023529123180604,0.6328092277994671,0.64796,0.795493072125375,1.0,False,0.6395419108621809
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,7,2048,1536,512,0.75,2048,20275736,5.726650464525151,0.03129082689345313,0.05842180046463968,0.6799063530659303,0.65708,0.8245643413742376,1.0,False,0.5923439180505906
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,8,2048,1536,512,0.75,2048,20275737,5.726650464525151,0.03129082689345313,0.06089685820560438,0.6408469891477103,0.63932,0.8005291931889245,1.0,False,0.6316182499122006
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,9,2048,1536,512,0.75,2048,20275738,5.726650464525151,0.03129082689345313,0.06952381885132267,0.5430386073917254,0.6326,0.7369115329479689,1.0,False,0.7253805443379787
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,10,2048,1536,512,0.75,2048,20275739,5.726650464525151,0.03129082689345313,0.055885659369948805,0.6212729875833364,0.64024,0.7882087208242093,1.0,False,0.6508322044517937
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,11,2048,1536,512,0.75,2048,20275740,5.726650464525151,0.03129082689345313,0.07556510646273987,0.6288428458938927,0.64252,0.7929961197218387,1.0,False,0.6434343482876266
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,12,2048,1536,512,0.75,2048,20275741,5.726650464525151,0.03129082689345313,0.05702512167362178,0.5763705232548628,0.64028,0.7591907028243055,1.0,False,0.6939874597940435
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,512,13,2048,1536,512,0.75,2048,20275742,5.726650464525151,0.03129082689345313,0.060819245686793595,0.657302133817636,0.64868,0.8107417183157877,1.0,False,0.6152369977239865
