schema_version,design_id,fetched_at_utc,fetch_batch_id,submission_batch_id,campaign_label,grid_cell_id,experiment_id,task_id,P_parallel_streams,M_data_per_stream,base_stream_seed,replicate_id,assignment_id,pair_index,stream_seed,stream_sha256,mother_stream_sha256,stream_counts,ideal_F_echo_fixed,hardware_loss_vs_fixed_ideal,physical_pair,returned_layout_signature,layout_audit_pass,successes_00,raw_F_echo,raw_F_echo_ci_low,raw_F_echo_ci_high,raw_marginal_distribution,retry_index,retry_of_task_id
2,pm_grid_v1,2026-07-31T01:26:23.412480+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M16,imdb_parallel_grid_M16_P4_seed20260731_rep0_auto_v0,2607310923220585463,4,16,20260731,0,auto_v0,3,17692520198164125698,c0006cb5fb7f43cf09a6d962d3d678609e0e3a79d4f133a04b47416a6ce61068,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,"[5, 1, 3, 7]",0.03661165235168156,-0.16504850389831843,"[40, 48]","[[54,61],[41,34],[75,68],[40,48]]",False,826,0.20166015625,0.1896545296620014,0.2142248582246198,"{'00': 826, '01': 1012, '10': 1032, '11': 1226}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.034719+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M32,imdb_parallel_grid_M32_P4_seed20260731_rep0_auto_v0,2607310923226140529,4,32,20260731,0,auto_v0,0,4300699173232547148,c65335889ba5d97f8fc4c4e4c3585f0f72d96f85c8ae5a5af1cc6d9e1745751c,1fc4621dfb9fe3648b221ca0214a201ea18097fe7257422752af448de41e7fcd,"[7, 9, 7, 9]",0.8982315199883696,0.6865615981133696,"[61, 54]","[[61,54],[75,68],[41,48],[40,34]]",True,867,0.211669921875,0.19943318500163956,0.22444697628649432,"{'00': 867, '01': 596, '10': 1414, '11': 1219}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.034719+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M32,imdb_parallel_grid_M32_P4_seed20260731_rep0_auto_v0,2607310923226140529,4,32,20260731,0,auto_v0,1,8372395983197385615,23aa449b758369b7e69223f2ad0b4cf83ce0b105fc2a82bc8260153666ce70d3,649420bf8a1912a26cddb51b971d91e42e6aec8f53fb7c336a21a5b7daf56aeb,"[10, 11, 2, 9]",0.18235048748172544,-0.003928809393274557,"[75, 68]","[[61,54],[75,68],[41,48],[40,34]]",True,763,0.186279296875,0.1746521385533564,0.19849435361874526,"{'00': 763, '01': 895, '10': 1123, '11': 1315}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.034719+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M32,imdb_parallel_grid_M32_P4_seed20260731_rep0_auto_v0,2607310923226140529,4,32,20260731,0,auto_v0,2,16424703092065961670,274100350b3cbca7eb43fa8a61ff89bfa216094ac492a850f72f5ec237205598,176b20ec71a19fe9f74e48ffab259053447d9be44d5be940fdbe6ef8f92482a5,"[7, 7, 9, 9]",0.8982315199883696,0.6885147231133696,"[41, 48]","[[61,54],[75,68],[41,48],[40,34]]",True,859,0.209716796875,0.19752425404698398,0.2224533173091474,"{'00': 859, '01': 1117, '10': 829, '11': 1291}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.034719+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M32,imdb_parallel_grid_M32_P4_seed20260731_rep0_auto_v0,2607310923226140529,4,32,20260731,0,auto_v0,3,17692520198164125698,80d2e7beab77711d5c381d1a37606b75d7e7e192e7fd162ff2a8bcc88f8cfd3b,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,"[12, 2, 7, 11]",0.16161165235168165,-0.03052701952331835,"[40, 34]","[[61,54],[75,68],[41,48],[40,34]]",True,787,0.192138671875,0.18036387453831815,0.20449038742979092,"{'00': 787, '01': 952, '10': 1031, '11': 1326}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.765185+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M64,imdb_parallel_grid_M64_P4_seed20260731_rep0_auto_v0,2607310923233394632,4,64,20260731,0,auto_v0,0,4300699173232547148,12f9eec3f55190e66bd97add0f248b363aa88c8cab25b5ec9117885c0d457a76,1fc4621dfb9fe3648b221ca0214a201ea18097fe7257422752af448de41e7fcd,"[17, 18, 14, 15]",0.9184882524147662,0.7239081742897662,"[48, 41]","[[48,41],[40,34],[61,54],[68,75]]",True,797,0.194580078125,0.18274503900506167,0.20698746037805055,"{'00': 797, '01': 823, '10': 1170, '11': 1306}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.765185+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M64,imdb_parallel_grid_M64_P4_seed20260731_rep0_auto_v0,2607310923233394632,4,64,20260731,0,auto_v0,1,8372395983197385615,c60a0d3d3cc28fc7db6bbc8a77695eabb5da015ef28fc8e2b055d1178d74e4ab,649420bf8a1912a26cddb51b971d91e42e6aec8f53fb7c336a21a5b7daf56aeb,"[18, 15, 14, 17]",0.9526980648168515,0.7637332210668515,"[40, 34]","[[48,41],[40,34],[61,54],[68,75]]",True,774,0.18896484375,0.17726947546680413,0.20124307786180093,"{'00': 774, '01': 906, '10': 978, '11': 1438}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.765185+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M64,imdb_parallel_grid_M64_P4_seed20260731_rep0_auto_v0,2607310923233394632,4,64,20260731,0,auto_v0,2,16424703092065961670,9ffb4e8286c4cc711434876ddd5dccd4363d9e447d3d5118b821783472a106fc,176b20ec71a19fe9f74e48ffab259053447d9be44d5be940fdbe6ef8f92482a5,"[13, 16, 16, 19]",0.9368011046134544,0.7092620421134544,"[61, 54]","[[48,41],[40,34],[61,54],[68,75]]",True,932,0.2275390625,0.2149587360897434,0.24062996839591064,"{'00': 932, '01': 611, '10': 1430, '11': 1123}",0.0,
2,pm_grid_v1,2026-07-31T01:26:24.765185+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M64,imdb_parallel_grid_M64_P4_seed20260731_rep0_auto_v0,2607310923233394632,4,64,20260731,0,auto_v0,3,17692520198164125698,4517337b47fea658dce77793ed294beda9213c98c8e52fe3af517b31e2dcaa60,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,"[21, 9, 14, 20]",0.5260950085098817,0.34030399288488167,"[68, 75]","[[48,41],[40,34],[61,54],[68,75]]",True,761,0.185791015625,0.17417635895507005,0.197994485734031,"{'00': 761, '01': 989, '10': 1042, '11': 1304}",0.0,
2,pm_grid_v1,2026-07-31T01:26:25.471532+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M96,imdb_parallel_grid_M96_P4_seed20260731_rep0_auto_v0,2607310923243167480,4,96,20260731,0,auto_v0,0,4300699173232547148,1fc4621dfb9fe3648b221ca0214a201ea18097fe7257422752af448de41e7fcd,1fc4621dfb9fe3648b221ca0214a201ea18097fe7257422752af448de41e7fcd,"[23, 27, 20, 26]",0.8828929792692342,0.6626781355192342,"[61, 54]","[[61,54],[75,68],[41,48],[40,34]]",True,902,0.22021484375,0.20778972951893793,0.23316426272170682,"{'00': 902, '01': 563, '10': 1426, '11': 1205}",0.0,
2,pm_grid_v1,2026-07-31T01:26:25.471532+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M96,imdb_parallel_grid_M96_P4_seed20260731_rep0_auto_v0,2607310923243167480,4,96,20260731,0,auto_v0,1,8372395983197385615,649420bf8a1912a26cddb51b971d91e42e6aec8f53fb7c336a21a5b7daf56aeb,649420bf8a1912a26cddb51b971d91e42e6aec8f53fb7c336a21a5b7daf56aeb,"[26, 23, 25, 22]",0.978758221151357,0.806150799276357,"[75, 68]","[[61,54],[75,68],[41,48],[40,34]]",True,707,0.172607421875,0.1613423324521136,0.1844860301959707,"{'00': 707, '01': 926, '10': 1097, '11': 1366}",0.0,
2,pm_grid_v1,2026-07-31T01:26:25.471532+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M96,imdb_parallel_grid_M96_P4_seed20260731_rep0_auto_v0,2607310923243167480,4,96,20260731,0,auto_v0,2,16424703092065961670,176b20ec71a19fe9f74e48ffab259053447d9be44d5be940fdbe6ef8f92482a5,176b20ec71a19fe9f74e48ffab259053447d9be44d5be940fdbe6ef8f92482a5,"[23, 23, 23, 27]",0.9548525078534733,0.7837099297284733,"[41, 48]","[[61,54],[75,68],[41,48],[40,34]]",True,701,0.171142578125,0.15991780888561646,0.18298361131346597,"{'00': 701, '01': 1153, '10': 850, '11': 1392}",0.0,
2,pm_grid_v1,2026-07-31T01:26:25.471532+00:00,fetch_20260731T012621Z_815fb3e0,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M96,imdb_parallel_grid_M96_P4_seed20260731_rep0_auto_v0,2607310923243167480,4,96,20260731,0,auto_v0,3,17692520198164125698,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,"[30, 16, 23, 27]",0.7525796773622886,0.5833902242372886,"[40, 34]","[[61,54],[75,68],[41,48],[40,34]]",True,693,0.169189453125,0.15801892181955537,0.18097990844752457,"{'00': 693, '01': 889, '10': 996, '11': 1518}",0.0,
2,pm_grid_v1,2026-07-31T01:31:17.822499+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M8,imdb_parallel_grid_M8_P4_seed20260731_rep0_auto_v0,2607310928436019879,4,8,20260731,0,auto_v0,0,4300699173232547148,d7cace55ef704cb2afef43b5c725e51701755d3fbd36908aeb6790885bce23e1,1fc4621dfb9fe3648b221ca0214a201ea18097fe7257422752af448de41e7fcd,"[2, 2, 1, 3]",0.25,0.056396484375,"[75, 68]","[[75,68],[54,48],[41,61],[34,40]]",False,793,0.193603515625,0.18179248456013095,0.20598871985698,"{'00': 793, '01': 699, '10': 1572, '11': 1032}",1.0,2.6073109232165975e+18
2,pm_grid_v1,2026-07-31T01:31:17.822499+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M8,imdb_parallel_grid_M8_P4_seed20260731_rep0_auto_v0,2607310928436019879,4,8,20260731,0,auto_v0,1,8372395983197385615,17be6dc00ceb89c131ef6a9a85c25d92e04086b293e644ee8aff6a491b81f2e3,649420bf8a1912a26cddb51b971d91e42e6aec8f53fb7c336a21a5b7daf56aeb,"[2, 1, 1, 4]",0.25,0.06689453125,"[54, 48]","[[75,68],[54,48],[41,61],[34,40]]",False,750,0.18310546875,0.17156012698917317,0.19524465654342443,"{'00': 750, '01': 1016, '10': 1040, '11': 1290}",1.0,2.6073109232165975e+18
2,pm_grid_v1,2026-07-31T01:31:17.822499+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M8,imdb_parallel_grid_M8_P4_seed20260731_rep0_auto_v0,2607310928436019879,4,8,20260731,0,auto_v0,2,16424703092065961670,1d0b8ea9c0d875d78871ac416b90880121f40a6839090027798b88c972fb13b1,176b20ec71a19fe9f74e48ffab259053447d9be44d5be940fdbe6ef8f92482a5,"[1, 2, 1, 4]",0.12499999999999997,-0.09252929687500003,"[41, 61]","[[75,68],[54,48],[41,61],[34,40]]",False,891,0.217529296875,0.2051625263183712,0.23042540476577014,"{'00': 891, '01': 1234, '10': 883, '11': 1088}",1.0,2.6073109232165975e+18
2,pm_grid_v1,2026-07-31T01:31:17.822499+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M8,imdb_parallel_grid_M8_P4_seed20260731_rep0_auto_v0,2607310928436019879,4,8,20260731,0,auto_v0,3,17692520198164125698,c0c0a74974299d6730eadede699b305503ebac1b0607de202e359d73188c348b,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,"[3, 1, 1, 3]",0.12500000000000003,-0.04174804687499997,"[34, 40]","[[75,68],[54,48],[41,61],[34,40]]",False,683,0.166748046875,0.15564609129044296,0.17847450156163389,"{'00': 683, '01': 754, '10': 1122, '11': 1537}",1.0,2.6073109232165975e+18
2,pm_grid_v1,2026-07-31T01:31:18.476138+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M16,imdb_parallel_grid_M16_P4_seed20260731_rep0_auto_v0,2607310928440242110,4,16,20260731,0,auto_v0,0,4300699173232547148,98a0fbd7b303c26f433a5a438d80b9761eb83ab7b64dfd398483292ac093352c,1fc4621dfb9fe3648b221ca0214a201ea18097fe7257422752af448de41e7fcd,"[5, 5, 2, 4]",0.46338834764831843,0.26929655077331843,"[48, 68]","[[48,68],[54,61],[75,41],[40,34]]",False,795,0.194091796875,0.1822687470627251,0.20648810483738644,"{'00': 795, '01': 898, '10': 1104, '11': 1299}",1.0,2.6073109232205855e+18
2,pm_grid_v1,2026-07-31T01:31:18.476138+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M16,imdb_parallel_grid_M16_P4_seed20260731_rep0_auto_v0,2607310928440242110,4,16,20260731,0,auto_v0,1,8372395983197385615,1ff6bcff0d5b01a647054b7418b06857357ba8245127da98ef372a70f63219db,649420bf8a1912a26cddb51b971d91e42e6aec8f53fb7c336a21a5b7daf56aeb,"[5, 3, 1, 7]",0.03661165235168155,-0.19605436327331843,"[54, 61]","[[48,68],[54,61],[75,41],[40,34]]",False,953,0.232666015625,0.21998036221287645,0.24585264084428407,"{'00': 953, '01': 1228, '10': 747, '11': 1168}",1.0,2.6073109232205855e+18
2,pm_grid_v1,2026-07-31T01:31:18.476138+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M16,imdb_parallel_grid_M16_P4_seed20260731_rep0_auto_v0,2607310928440242110,4,16,20260731,0,auto_v0,2,16424703092065961670,37989ddffbc769b2754b3bcbcfead2f59ed32950a41a5608d1d68ec2d0a0f566,176b20ec71a19fe9f74e48ffab259053447d9be44d5be940fdbe6ef8f92482a5,"[4, 3, 4, 5]",0.7285533905932737,0.5405651093432737,"[75, 41]","[[48,68],[54,61],[75,41],[40,34]]",False,770,0.18798828125,0.17631760955264164,0.2002436488099622,"{'00': 770, '01': 878, '10': 1120, '11': 1328}",1.0,2.6073109232205855e+18
2,pm_grid_v1,2026-07-31T01:31:18.476138+00:00,fetch_20260731T013117Z_0d78db47,imdb_parallel_qos_grid_001_P4_7a87d3d77c54,imdb_parallel_qos_grid_001,P4_M16,imdb_parallel_grid_M16_P4_seed20260731_rep0_auto_v0,2607310928440242110,4,16,20260731,0,auto_v0,3,17692520198164125698,c0006cb5fb7f43cf09a6d962d3d678609e0e3a79d4f133a04b47416a6ce61068,6b2977f86445d25987d42521a721c94ad9e8b0f6bd00a27ba87053c176139dd5,"[5, 1, 3, 7]",0.03661165235168156,-0.18531217577331843,"[40, 34]","[[48,68],[54,61],[75,41],[40,34]]",False,909,0.221923828125,0.2094619899404582,0.23490676849068873,"{'00': 909, '01': 938, '10': 930, '11': 1319}",1.0,2.6073109232205855e+18
